WAY-BELOW	BELOW	BIT-BELOW	ZERO	BIT-ABOVE	ABOVE	WAY-ABOVE	DOWN	BIT-DOWN	ZERO	BIT-UP	UP	DECEL	ZERO	ACCEL	Front left	Front right	Rear left	Rear right	Alt error	ZERO	WEAK-	WEAK	LESS-	LESS	BIT-LESS-	BIT-LESS	TAD-LESS	HOVER	TAD-MORE	BIT-MORE	BIT-MORE+	MORE	MORE+	STRONG	STRONG+	STRONG+1	STRONG+1.5	STRONG+2	STRONG+2.5	STRONG+3	STRONG+3.5	FULL	
0.25008840938197800000	0.74991159061802190000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.99975923492456790000	0.00024076507543213665	0.00000000000000000000	0.00000000000000000000	0.95550954248756170000	0.01483015250414609900	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	-0.39508310481905940000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.58006966406582320000	0.00000000000000000000	0.58006966406582320000	0.58006966406582320000	0.54381732560374250000	0.54525919755299890000	0.63658870873041450000	0.63658870873041450000	0.54525919755299890000	0.54525919755299890000	0.62500000000000000000	0.68317653942693220000	0.00000000000000000000	0.00024076507543213665	0.00000000000000000000	0.74991159061802190000	0.00024076507543213665	0.25008840938197800000	0.00000000000000000000	0.00000000000000000000	
0.25008830277526630000	0.74991169722473360000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.99976934336397480000	0.00023065663602513572	0.00000000000000000000	0.00000000000000000000	0.83912313356995580000	0.05362562214334806000	0.47719274972222730000	0.45958326437232190000	0.44699864770549713000	0.43939658708747525000	-0.39508300460875034000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.58008166544276510000	0.00000000000000000000	0.58008166544276510000	0.58008166544276510000	0.54386406588408110000	0.54500524202982580000	0.61447773245163260000	0.63552226754836740000	0.54500524202982580000	0.54500524202982580000	0.63552226754836740000	0.68312979914659370000	0.00000000000000000000	0.00023065663602513572	0.00000000000000000000	0.74991169722473360000	0.00023065663602513572	0.25008830277526630000	0.00000000000000000000	0.00000000000000000000	
0.25008279330869937000	0.74991720669130060000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.99972309407894500000	0.00027690592105500400	0.00000000000000000000	0.00000000000000000000	0.19041477143764501000	0.26986174285411835000	0.47753048470433124000	0.46007677648017120000	0.44676645059033304000	0.43947837749826490000	-0.39507782571017740000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.58033714996525110000	0.00000000000000000000	0.58033714996525110000	0.58033714996525110000	0.54215900103251140000	0.54215900103251140000	0.68260595111027810000	0.68260595111027810000	0.49446163699030876000	0.49446163699030876000	0.62500000000000000000	0.68260595111027810000	0.00000000000000000000	0.00027690592105500400	0.00000000000000000000	0.74991720669130060000	0.00027690592105500400	0.25008279330869937000	0.00000000000000000000	0.00000000000000000000	
0.25006145096205650000	0.74993854903794340000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.99946552003772620000	0.00053447996227381130	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.45389542977015180000	0.47605751837312743000	0.45798272748355284000	0.45418599278218750000	0.44533890329619386000	-0.39505776390433310000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.58120210843583550000	0.00000000000000000000	0.58120210843583550000	0.58120210843583550000	0.34588549286127090000	0.53732069333394370000	0.68171546503078720000	0.68171546503078720000	0.34588549286127090000	0.34588549286127090000	0.62500000000000000000	0.68171546503078720000	0.00000000000000000000	0.00053447996227381130	0.00000000000000000000	0.74993854903794340000	0.00053447996227381130	0.25006145096205650000	0.00000000000000000000	0.00000000000000000000	
0.25001762569584746000	0.74998237430415250000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.99889312069475030000	0.00110687930524970100	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.47578543424606323000	0.47774033031509450000	0.45865824181615730000	0.45308509135310240000	0.44500352173946844000	-0.39501656815409660000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.58277964957652650000	0.00000000000000000000	0.58277964957652650000	0.58277964957652650000	0.52482477823893230000	0.52482477823893230000	0.67941560335685870000	0.67941560335685870000	0.23076923076923075000	0.33356390396753950000	0.62500000000000000000	0.67941560335685870000	0.00000000000000000000	0.00110687930524970100	0.00000000000000000000	0.74998237430415250000	0.00110687930524970100	0.25001762569584746000	0.00000000000000000000	0.00000000000000000000	
0.24994933676529435000	0.75005066323470560000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.99797915030891690000	0.00202084969108303400	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.48250565926233930000	0.47336170198513244000	0.45282376934938520000	0.46607013758288050000	0.45157119887156310000	-0.39495237655937670000	0.00000000000000000000	0.00000000000000000000	0.02308199405670166000	0.58504082125388770000	0.02308199405670166000	0.58504082125388770000	0.58504082125388770000	0.50849978129069010000	0.50849978129069010000	0.67641100269153800000	0.67641100269153800000	0.23076923076923075000	0.32127820452054340000	0.62500000000000000000	0.67641100269153800000	0.00000000000000000000	0.00202084969108303400	0.00000000000000000000	0.75005066323470560000	0.00202084969108303400	0.24994933676529435000	0.00000000000000000000	0.00000000000000000000	
0.24984363839030263000	0.75015636160969730000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.99656169403654840000	0.00343830596345166400	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.41331976652145386000	0.47135949656572806000	0.45054063494467980000	0.47740448306060274000	0.45853161555465260000	-0.39485302008688450000	0.00000000000000000000	0.00000000000000000000	0.12824203968048095000	0.58890962893246130000	0.12824203968048095000	0.58890962893246130000	0.58890962893246130000	0.48862510919570923000	0.48862510919570923000	0.67275308758203230000	0.67275308758203230000	0.23076923076923075000	0.30025768280029297000	0.62500000000000000000	0.67275308758203230000	0.00000000000000000000	0.00343830596345166400	0.00000000000000000000	0.75015636160969730000	0.00343830596345166400	0.24984363839030263000	0.00000000000000000000	0.00000000000000000000	
0.24971997539730780000	0.75028002460269220000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.99490992282517250000	0.00509007717482745650	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.36571870247522990000	0.46163112702099880000	0.44696097470503193000	0.50065754772194500000	0.48526130667714740000	-0.39473677687346936000	0.00000000000000000000	0.00000000000000000000	0.20887613296508790000	0.59387015418772320000	0.20887613296508790000	0.59387015418772320000	0.59387015418772320000	0.23076923076923075000	0.47756572564442950000	0.60962684734447580000	0.62500000000000000000	0.36016702651977540000	0.27330549558003740000	0.62500000000000000000	0.67071761821676610000	0.00000000000000000000	0.00509007717482745650	0.00000000000000000000	0.75028002460269220000	0.00509007717482745650	0.24971997539730780000	0.00000000000000000000	0.00000000000000000000	
0.24958399714941673000	0.75041600285058320000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.99311690994848810000	0.00688309005151192400	0.00000000000000000000	0.00000000000000000000	0.06336635351181036000	0.31221121549606323000	0.45961696913559436000	0.45016387760895504000	0.51503498080490350000	0.50347469724563680000	-0.39460895732045176000	0.00000000000000000000	0.00000000000000000000	0.27395052909851075000	0.59953094991438230000	0.27395052909851075000	0.59953094991438230000	0.59953094991438230000	0.48713054259618120000	0.54470896720886230000	0.52168847419120170000	0.62500000000000000000	0.54470896720886230000	0.24254850546518960000	0.62500000000000000000	0.67247801397475730000	0.00000000000000000000	0.00688309005151192400	0.00000000000000000000	0.75041600285058320000	0.00688309005151192400	0.24958399714941673000	0.00000000000000000000	0.00000000000000000000	
0.24943334205036466000	0.75056665794963530000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.99116918382545320000	0.00883081617454687900	0.00000000000000000000	0.00000000000000000000	0.02867168188095098300	0.32377610603968304000	0.45000311581989094000	0.44494280252162780000	0.53234117974092820000	0.52316278668381980000	-0.39446734152734280000	0.00000000000000000000	0.00000000000000000000	0.20855665206909180000	0.60488549295378600000	0.20855665206909180000	0.62500000000000000000	0.60488549295378600000	0.51102817058563230000	0.71926707029342650000	0.61005857828501110000	0.62210837207688870000	0.62500000000000000000	0.21345548828442892000	0.62210837207688870000	0.67687635041453350000	0.00000000000000000000	0.00883081617454687900	0.00000000000000000000	0.75056665794963530000	0.00883081617454687900	0.24943334205036466000	0.00000000000000000000	0.00000000000000000000	
